,,0.072,2,6,,,,,,,
16069701,LF,34.1,5.6,No,17441,,,,,,
16069701,LR,34.1,5.6,No,17441,,,,,,
16069701,RF,34.1,5.7,No,17441,,,,,,
16069701,RR,34.1,5.6,Yes,17441,,,,,,
3457592,LF,21.0,7.7,No,28097,,,,,,
3457592,LR,21.0,7.7,No,28097,,,,,,
3457592,RF,21.0,7.6,No,28097,,,,,,
3457592,RR,21.0,7.7,Yes,28097,,,,,,
4362747,LF,10.6,9.3,No,6666,,,,,,
4362747,LR,10.6,9.4,No,6666,,,,,,
4362747,RF,10.6,9.3,No,6666,,,,,,
4362747,RR,10.6,9.3,No,6666,,,,,,
20285289,LF,14.0,8.8,No,22856,,,,,,
20285289,LR,14.0,8.8,No,22856,,,,,,
20285289,RF,14.0,8.7,No,22856,,,,,,
20285289,RR,14.0,8.9,No,22856,,,,,,
3490027,LF,15.7,8.5,No,10822,,,,,,
3490027,LR,15.7,8.5,No,10822,,,,,,
3490027,RF,15.7,8.5,No,10822,,,,,,
3490027,RR,15.7,8.5,No,10822,,,,,,
12957824,LF,14.8,8.6,No,27560,,,,,,
12957824,LR,14.8,8.7,No,27560,,,,,,
12957824,RF,14.8,8.7,No,27560,,,,,,
12957824,RR,14.8,8.6,No,27560,,,,,,
8137421,LF,18.4,8.1,No,10511,,,,,,
8137421,LR,9.8,9.5,No,10511,,,,,,
8137421,RF,18.4,8.2,No,10511,,,,,,
8137421,RR,18.4,8.2,No,10511,,,,,,
15169226,LF,12.0,9.1,No,22711,,,,,,
15169226,LR,12.0,9.1,No,22711,,,,,,
15169226,RF,12.0,9.1,No,22711,,,,,,
15169226,RR,12.0,9.0,No,22711,,,,,,
1677056,LF,18.9,8.0,No,40613,,,,,,
1677056,LR,18.9,8.0,No,40613,,,,,,
1677056,RF,18.9,8.0,No,40613,,,,,,
1677056,RR,18.9,8.0,No,40613,,,,,,
6410825,LF,7.9,9.7,No,12460,,,,,,
6410825,LR,7.9,9.8,No,12460,,,,,,
6410825,RF,7.9,9.7,No,12460,,,,,,
6410825,RR,7.9,9.8,No,12460,,,,,,
3464916,LF,13.6,8.8,No,8218,,,,,,
3464916,LR,13.6,8.9,No,8218,,,,,,
3464916,RF,13.6,8.8,No,8218,,,,,,
3464916,RR,13.6,8.8,No,8218,,,,,,
16410401,LF,10.7,9.3,No,7327,,,,,,
16410401,LR,10.7,9.3,No,7327,,,,,,
16410401,RF,10.7,9.3,No,7327,,,,,,
16410401,RR,10.7,9.4,No,7327,,,,,,
16790023,LF,30.3,6.2,No,13717,,,,,,
16790023,LR,30.3,6.2,No,13717,,,,,,
16790023,RF,30.3,6.2,No,13717,,,,,,
16790023,RR,30.3,6.2,No,13717,,,,,,
21513478,LF,10.7,9.3,No,1922,,,,,,
21513478,LR,10.7,9.3,No,1922,,,,,,
21513478,RF,10.7,9.3,No,1922,,,,,,
21513478,RR,10.7,9.3,No,1922,,,,,,
13664180,LF,15.1,8.6,No,11928,,,,,,
13664180,LR,15.1,8.6,No,11928,,,,,,
13664180,RF,15.1,8.6,No,11928,,,,,,
13664180,RR,15.1,8.7,No,11928,,,,,,
19772845,LF,25.7,7.0,No,38459,,,,,,
19772845,LR,25.7,6.9,No,38459,,,,,,
19772845,RF,25.7,6.9,No,38459,,,,,,
19772845,RR,25.7,6.9,No,38459,,,,,,
5824918,LF,7.5,9.9,No,8209,,,,,,
5824918,LR,7.7,9.8,No,8209,,,,,,
5824918,RF,7.5,9.9,No,8209,,,,,,
5824918,RR,7.5,9.8,Yes,8209,,,,,,
16717497,LF,11.1,9.3,No,26946,,,,,,
16717497,LR,11.1,9.2,No,26946,,,,,,
16717497,RF,11.1,9.2,No,26946,,,,,,
16717497,RR,11.1,9.3,No,26946,,,,,,
6678745,LF,15.6,8.5,No,10701,,,,,,
6678745,LR,15.6,8.6,No,10701,,,,,,
6678745,RF,15.6,8.6,No,10701,,,,,,
6678745,RR,15.6,8.5,Yes,10701,,,,,,
15720476,LF,6.3,10.0,No,11977,,,,,,
15720476,LR,6.3,10.0,No,11977,,,,,,
15720476,RF,6.3,10.0,No,11977,,,,,,
15720476,RR,6.3,10.0,No,11977,,,,,,
5888592,LF,13.7,8.8,No,20363,,,,,,
5888592,LR,13.7,8.8,No,20363,,,,,,
5888592,RF,13.7,8.8,No,20363,,,,,,
5888592,RR,13.7,8.8,No,20363,,,,,,
4649342,LF,9.9,9.4,No,21781,,,,,,
4649342,LR,9.9,9.4,No,21781,,,,,,
4649342,RF,9.9,9.5,No,21781,,,,,,
4649342,RR,9.9,9.4,No,21781,,,,,,
10380476,LF,14.2,8.7,No,3562,,,,,,
10380476,LR,14.2,8.8,No,3562,,,,,,
10380476,RF,14.2,8.8,No,3562,,,,,,
10380476,RR,14.2,8.7,No,3562,,,,,,
1281277,LF,31.7,6.0,No,37949,,,,,,
1281277,LR,31.7,6.0,No,37949,,,,,,
1281277,RF,31.7,6.0,No,37949,,,,,,
1281277,RR,31.7,6.0,No,37949,,,,,,
3377108,LF,19.8,7.9,No,28360,,,,,,
3377108,LR,19.8,7.9,No,28360,,,,,,
3377108,RF,19.8,7.9,No,28360,,,,,,
3377108,RR,19.8,8.0,No,28360,,,,,,
5292870,LF,19.2,8.0,No,23041,,,,,,
5292870,LR,19.2,8.3,No,23041,,,,,,
5292870,RF,19.2,8.3,No,23041,,,,,,
5292870,RR,19.2,8.3,No,23041,,,,,,
12157895,LF,49.6,3.9,No,64514,,,,,,
12157895,LR,49.6,3.9,No,64514,,,,,,
12157895,RF,49.6,4.0,No,64514,,,,,,
12157895,RR,49.6,4.0,Yes,64514,,,,,,
19967833,LF,3.0,10.5,No,3528,,,,,,
19967833,LR,3.0,10.6,No,3528,,,,,,
19967833,RF,3.0,10.6,No,3528,,,,,,
19967833,RR,3.0,10.6,No,3528,,,,,,
7757129,LF,14.0,8.9,No,14569,,,,,,
7757129,LR,14.0,9.1,No,14569,,,,,,
7757129,RF,14.0,8.9,No,14569,,,,,,
7757129,RR,14.0,9.0,No,14569,,,,,,
13623365,LF,14.7,8.9,No,25206,,,,,,
13623365,LR,14.7,8.9,No,25206,,,,,,
13623365,RF,14.7,8.9,No,25206,,,,,,
13623365,RR,14.7,8.9,No,25206,,,,,,
12796754,LF,5.0,10.3,No,2323,,,,,,
12796754,LR,33.3,6.2,Yes,2323,,,,,,
12796754,RF,5.0,10.3,Yes,2323,,,,,,
12796754,RR,5.0,10.4,No,2323,,,,,,
17755222,LF,15.4,8.8,No,4558,,,,,,
17755222,LR,15.4,8.8,No,4558,,,,,,
17755222,RF,15.4,8.8,No,4558,,,,,,
17755222,RR,15.4,8.8,No,4558,,,,,,
14006789,LF,9.0,9.7,No,12506,,,,,,
14006789,LR,9.0,9.6,No,12506,,,,,,
14006789,RF,9.0,9.7,No,12506,,,,,,
14006789,RR,9.0,9.7,No,12506,,,,,,
5250748,LF,18.1,8.3,No,38753,,,,,,
5250748,LR,18.1,8.4,No,38753,,,,,,
5250748,RF,18.1,8.4,No,38753,,,,,,
5250748,RR,18.1,8.4,No,38753,,,,,,
4847221,LF,56.9,2.8,Yes,91197,,,,,,
4847221,LR,56.9,2.9,Yes,91197,,,,,,
4847221,RF,56.9,2.9,Yes,91197,,,,,,
4847221,RR,56.9,2.9,No,91197,,,,,,
10650471,LF,9.3,9.6,No,3995,,,,,,
10650471,LR,9.3,9.7,No,3995,,,,,,
10650471,RF,9.3,9.7,No,3995,,,,,,
10650471,RR,9.3,9.6,No,3995,,,,,,
3845490,LF,9.6,9.6,No,19821,,,,,,
3845490,LR,9.6,9.7,No,19821,,,,,,
3845490,RF,9.6,9.6,No,19821,,,,,,
3845490,RR,9.6,9.6,No,19821,,,,,,
12419100,LF,20.5,8.1,No,46959,,,,,,
12419100,LR,20.5,8.0,No,46959,,,,,,
12419100,RF,20.5,8.0,No,46959,,,,,,
12419100,RR,20.5,8.1,No,46959,,,,,,
20603688,LF,15.7,8.7,No,2915,,,,,,
20603688,LR,15.7,8.7,No,2915,,,,,,
20603688,RF,15.7,8.8,No,2915,,,,,,
20603688,RR,15.7,8.7,No,2915,,,,,,
14422122,LF,31.2,6.5,No,76431,,,,,,
14422122,LR,31.2,6.5,No,76431,,,,,,
14422122,RF,31.2,6.5,No,76431,,,,,,
14422122,RR,31.2,6.6,No,76431,,,,,,
7778946,LF,4.4,10.3,No,4792,,,,,,
7778946,LR,8.2,9.9,No,4792,,,,,,
7778946,RF,4.4,10.3,No,4792,,,,,,
7778946,RR,4.4,10.4,No,4792,,,,,,
4037005,LF,7.9,9.9,No,11888,,,,,,
4037005,LR,7.9,9.9,No,11888,,,,,,
4037005,RF,7.9,9.9,No,11888,,,,,,
4037005,RR,7.9,9.9,No,11888,,,,,,
3262323,LF,9.9,9.6,No,9189,,,,,,
3262323,LR,9.9,9.6,No,9189,,,,,,
3262323,RF,9.9,9.6,No,9189,,,,,,
3262323,RR,9.9,9.6,No,9189,,,,,,
5037007,LF,45.9,4.5,No,42889,,,,,,
5037007,LR,45.9,4.4,Yes,42889,,,,,,
5037007,RF,45.9,4.4,No,42889,,,,,,
5037007,RR,45.9,4.5,No,42889,,,,,,
17252444,LF,19.9,8.2,No,9187,,,,,,
17252444,LR,19.9,8.2,No,9187,,,,,,
17252444,RF,19.9,8.2,No,9187,,,,,,
17252444,RR,19.9,8.1,No,9187,,,,,,
18781788,LF,4.2,10.4,Yes,14248,,,,,,
18781788,LR,4.2,10.4,No,14248,,,,,,
18781788,RF,4.2,10.4,No,14248,,,,,,
18781788,RR,4.2,10.4,No,14248,,,,,,
130839,LF,10.0,9.6,No,14170,,,,,,
130839,LR,10.0,9.6,No,14170,,,,,,
130839,RF,10.0,9.5,No,14170,,,,,,
130839,RR,10.0,9.6,No,14170,,,,,,
7484196,LF,60.1,2.3,No,101558,,,,,,
7484196,LR,60.1,2.4,Yes,101558,,,,,,
7484196,RF,60.1,2.4,Yes,101558,,,,,,
7484196,RR,60.1,2.4,No,101558,,,,,,
12774969,LF,36.4,5.8,No,61151,,,,,,
12774969,LR,36.4,5.8,No,61151,,,,,,
12774969,RF,36.4,5.9,No,61151,,,,,,
12774969,RR,36.4,5.8,No,61151,,,,,,
7101317,LF,29.6,6.7,No,22872,,,,,,
7101317,LR,29.6,6.7,No,22872,,,,,,
7101317,RF,29.6,6.8,No,22872,,,,,,
7101317,RR,29.6,6.8,No,22872,,,,,,
2722089,LF,12.9,9.1,No,7507,,,,,,
2722089,LR,12.9,9.1,No,7507,,,,,,
2722089,RF,12.9,9.1,No,7507,,,,,,
2722089,RR,12.9,9.2,No,7507,,,,,,
14101268,LF,9.7,9.6,No,7426,,,,,,
14101268,LR,9.7,9.6,No,7426,,,,,,
14101268,RF,9.7,9.6,No,7426,,,,,,
14101268,RR,9.7,9.6,No,7426,,,,,,
3249257,LF,51.0,3.7,No,27290,,,,,,
3249257,LR,51.0,3.7,No,27290,,,,,,
3249257,RF,51.0,3.7,No,27290,,,,,,
3249257,RR,51.0,3.8,No,27290,,,,,,
6119558,LF,28.9,6.9,Yes,16746,,,,,,
6119558,LR,28.9,6.9,No,16746,,,,,,
6119558,RF,28.9,6.9,No,16746,,,,,,
6119558,RR,28.9,6.9,No,16746,,,,,,
15853917,LF,21.7,7.9,No,25862,,,,,,
15853917,LR,18.9,8.2,No,25862,,,,,,
15853917,RF,21.7,7.9,No,25862,,,,,,
15853917,RR,21.7,7.9,No,25862,,,,,,
13821684,LF,21.9,7.9,No,11596,,,,,,
13821684,LR,21.9,7.9,Yes,11596,,,,,,
13821684,RF,21.9,7.9,No,11596,,,,,,
13821684,RR,21.9,7.9,No,11596,,,,,,
10164406,LF,44.9,4.6,No,105152,,,,,,
10164406,LR,44.9,4.6,No,105152,,,,,,
10164406,RF,44.9,4.5,No,105152,,,,,,
10164406,RR,44.9,4.5,No,105152,,,,,,
16323145,LF,4.8,10.4,No,7292,,,,,,
16323145,LR,4.8,10.3,No,7292,,,,,,
16323145,RF,4.8,10.3,No,7292,,,,,,
16323145,RR,4.8,10.2,No,7292,,,,,,
21885890,LF,12.2,9.2,No,11473,,,,,,
21885890,LR,12.2,9.3,Yes,11473,,,,,,
21885890,RF,12.2,9.2,No,11473,,,,,,
21885890,RR,12.2,9.3,No,11473,,,,,,
7879125,LF,24.3,7.6,No,39510,,,,,,
7879125,LR,24.3,7.6,No,39510,,,,,,
7879125,RF,24.3,7.5,No,39510,,,,,,
7879125,RR,24.3,7.5,No,39510,,,,,,
16460833,LF,13.6,9.1,No,10708,,,,,,
16460833,LR,13.6,9.0,No,10708,,,,,,
16460833,RF,13.6,9.0,No,10708,,,,,,
16460833,RR,13.6,9.0,No,10708,,,,,,
8186041,LF,3.8,10.5,No,4856,,,,,,
8186041,LR,3.8,10.5,No,4856,,,,,,
8186041,RF,3.8,10.4,No,4856,,,,,,
8186041,RR,3.8,10.4,No,4856,,,,,,
11435104,LF,11.5,9.3,No,2038,,,,,,
11435104,LR,11.5,9.4,No,2038,,,,,,
11435104,RF,11.5,9.4,No,2038,,,,,,
11435104,RR,11.5,9.4,No,2038,,,,,,
14729149,LF,23.1,7.7,No,36546,,,,,,
14729149,LR,23.1,7.7,No,36546,,,,,,
14729149,RF,23.1,7.7,No,36546,,,,,,
14729149,RR,23.1,7.7,Yes,36546,,,,,,
5524838,LF,24.8,7.4,No,3472,,,,,,
5524838,LR,7.2,10.0,No,3472,,,,,,
5524838,RF,24.8,7.5,No,3472,,,,,,
5524838,RR,24.8,7.5,No,3472,,,,,,
8052473,LF,4.7,10.3,No,9061,,,,,,
8052473,LR,4.7,10.3,No,9061,,,,,,
8052473,RF,4.7,10.3,No,9061,,,,,,
8052473,RR,4.7,10.3,No,9061,,,,,,
2454862,LF,12.2,9.3,No,6504,,,,,,
2454862,LR,12.2,9.2,No,6504,,,,,,
2454862,RF,12.2,9.3,No,6504,,,,,,
2454862,RR,12.2,9.3,No,6504,,,,,,
4526436,LF,69.6,1.1,No,25634,,,,,,
4526436,LR,69.6,1.1,No,25634,,,,,,
4526436,RF,69.6,1.0,Yes,25634,,,,,,
4526436,RR,69.6,1.0,Yes,25634,,,,,,
20435912,LF,20.9,8.1,No,5622,,,,,,
20435912,LR,20.9,8.0,No,5622,,,,,,
20435912,RF,20.9,8.1,No,5622,,,,,,
20435912,RR,20.9,7.9,No,5622,,,,,,
2940970,LF,22.0,7.9,No,48791,,,,,,
2940970,LR,22.0,7.9,No,48791,,,,,,
2940970,RF,22.0,7.9,No,48791,,,,,,
2940970,RR,22.0,7.8,No,48791,,,,,,
16375897,LF,2.8,10.7,No,2595,,,,,,
16375897,LR,2.8,10.6,No,2595,,,,,,
16375897,RF,2.8,10.5,No,2595,,,,,,
16375897,RR,2.8,10.6,No,2595,,,,,,
6992428,LF,13.7,9.1,No,28651,,,,,,
6992428,LR,13.7,9.0,No,28651,,,,,,
6992428,RF,13.7,9.1,No,28651,,,,,,
6992428,RR,13.7,9.0,No,28651,,,,,,
19979863,LF,51.7,3.6,No,57322,,,,,,
19979863,LR,51.7,3.6,Yes,57322,,,,,,
19979863,RF,51.7,3.6,No,57322,,,,,,
19979863,RR,51.7,3.6,No,57322,,,,,,
15584937,LF,25.2,7.4,No,501,,,,,,
15584937,LR,25.2,7.4,No,501,,,,,,
15584937,RF,25.2,7.5,Yes,501,,,,,,
15584937,RR,25.2,7.4,No,501,,,,,,
12777745,LF,15.1,8.8,No,23037,,,,,,
12777745,LR,15.1,8.9,No,23037,,,,,,
12777745,RF,15.1,8.9,No,23037,,,,,,
12777745,RR,15.1,8.9,No,23037,,,,,,
5537764,LF,2.9,10.6,No,3245,,,,,,
5537764,LR,2.9,10.5,No,3245,,,,,,
5537764,RF,2.9,10.6,No,3245,,,,,,
5537764,RR,2.9,10.6,No,3245,,,,,,
231421,LF,21.5,7.9,No,385,,,,,,
231421,LR,21.5,8.0,No,385,,,,,,
231421,RF,21.5,7.9,No,385,,,,,,
231421,RR,21.5,8.0,No,385,,,,,,
12536670,LF,13.8,9.1,No,30905,,,,,,
12536670,LR,13.8,9.0,No,30905,,,,,,
12536670,RF,13.8,9.0,No,30905,,,,,,
12536670,RR,13.8,9.0,No,30905,,,,,,
6072980,LF,54.3,3.3,No,1416,,,,,,
6072980,LR,10.3,9.5,No,1416,,,,,,
6072980,RF,54.3,3.3,No,1416,,,,,,
6072980,RR,54.3,3.3,No,1416,,,,,,
10789496,LF,16.0,8.7,No,26045,,,,,,
10789496,LR,16.0,8.7,No,26045,,,,,,
10789496,RF,16.0,8.7,No,26045,,,,,,
10789496,RR,16.0,8.7,No,26045,,,,,,
16246790,LF,11.7,9.4,No,29235,,,,,,
16246790,LR,11.7,9.3,No,29235,,,,,,
16246790,RF,11.7,9.3,No,29235,,,,,,
16246790,RR,11.7,9.3,No,29235,,,,,,
21668474,LF,13.4,9.1,No,7160,,,,,,
21668474,LR,13.4,9.0,No,7160,,,,,,
21668474,RF,13.4,9.1,No,7160,,,,,,
21668474,RR,13.4,9.0,Yes,7160,,,,,,
8788823,LF,14.8,9.0,No,25573,,,,,,
8788823,LR,14.8,8.9,No,25573,,,,,,
8788823,RF,14.8,8.9,No,25573,,,,,,
8788823,RR,14.8,8.9,No,25573,,,,,,
3291040,LF,47.1,4.2,No,27768,,,,,,
3291040,LR,47.1,4.2,No,27768,,,,,,
3291040,RF,47.1,4.3,No,27768,,,,,,
3291040,RR,47.1,4.2,Yes,27768,,,,,,
15285666,LF,18.4,8.4,No,4839,,,,,,
15285666,LR,18.4,8.3,No,4839,,,,,,
15285666,RF,18.4,8.4,No,4839,,,,,,
15285666,RR,18.4,8.4,No,4839,,,,,,
9804596,LF,18.9,8.3,No,39976,,,,,,
9804596,LR,18.9,8.2,No,39976,,,,,,
9804596,RF,18.9,8.3,No,39976,,,,,,
9804596,RR,18.9,8.3,No,39976,,,,,,
18107588,LF,1.6,10.8,No,3084,,,,,,
18107588,LR,1.6,10.7,No,3084,,,,,,
18107588,RF,1.6,10.8,No,3084,,,,,,
18107588,RR,1.6,10.8,No,3084,,,,,,
6974875,LF,12.9,9.1,No,15337,,,,,,
6974875,LR,12.9,9.1,No,15337,,,,,,
6974875,RF,12.9,9.1,No,15337,,,,,,
6974875,RR,12.9,9.1,No,15337,,,,,,
10306004,LF,15.5,8.8,No,25370,,,,,,
10306004,LR,38.6,5.5,Yes,25370,,,,,,
10306004,RF,15.5,8.7,No,25370,,,,,,
10306004,RR,15.5,8.7,No,25370,,,,,,
15607573,LF,16.6,8.6,No,8048,,,,,,
15607573,LR,16.6,8.7,Yes,8048,,,,,,
15607573,RF,16.6,8.6,No,8048,,,,,,
15607573,RR,16.6,8.6,Yes,8048,,,,,,
15460875,LF,25.6,7.3,Yes,24589,,,,,,
15460875,LR,25.6,7.7,No,24589,,,,,,
15460875,RF,25.6,7.7,No,24589,,,,,,
15460875,RR,25.6,7.7,No,24589,,,,,,
14004225,LF,54.7,4.0,No,8563,,,,,,
14004225,LR,54.7,4.0,No,8563,,,,,,
14004225,RF,54.7,4.0,No,8563,,,,,,
14004225,RR,54.7,3.9,No,8563,,,,,,
4636867,LF,6.1,10.3,No,8010,,,,,,
4636867,LR,6.1,10.2,No,8010,,,,,,
4636867,RF,6.1,10.3,No,8010,,,,,,
4636867,RR,6.1,10.3,No,8010,,,,,,
15660406,LF,15.3,9.0,No,27130,,,,,,
15660406,LR,15.3,9.0,No,27130,,,,,,
15660406,RF,15.3,9.0,No,27130,,,,,,
15660406,RR,15.3,9.0,No,27130,,,,,,
11962162,LF,18.0,8.7,No,3310,,,,,,
11962162,LR,18.0,8.7,No,3310,,,,,,
11962162,RF,18.0,8.7,Yes,3310,,,,,,
11962162,RR,18.0,8.6,No,3310,,,,,,
7008567,LF,9.9,9.7,No,10561,,,,,,
7008567,LR,9.9,9.8,No,10561,,,,,,
7008567,RF,9.9,9.7,Yes,10561,,,,,,
7008567,RR,9.9,9.7,No,10561,,,,,,
15433510,LF,11.7,9.6,No,14727,,,,,,
15433510,LR,11.7,9.5,No,14727,,,,,,
15433510,RF,11.7,9.5,No,14727,,,,,,
15433510,RR,11.7,9.5,No,14727,,,,,,
11905004,LF,12.0,9.5,No,11344,,,,,,
11905004,LR,12.0,9.4,No,11344,,,,,,
11905004,RF,12.0,9.5,No,11344,,,,,,
11905004,RR,12.0,9.5,No,11344,,,,,,
17117306,LF,14.5,9.1,No,22066,,,,,,
17117306,LR,14.5,9.2,No,22066,,,,,,
17117306,RF,14.5,9.1,No,22066,,,,,,
17117306,RR,14.5,9.1,No,22066,,,,,,
17602808,LF,10.2,9.8,No,8157,,,,,,
17602808,LR,10.2,9.7,No,8157,,,,,,
17602808,RF,10.2,9.7,No,8157,,,,,,
17602808,RR,10.2,9.7,No,8157,,,,,,
4974309,LF,7.9,10.0,No,6654,,,,,,
4974309,LR,7.9,9.9,No,6654,,,,,,
4974309,RF,7.9,10.0,No,6654,,,,,,
4974309,RR,7.9,9.9,No,6654,,,,,,
5907304,LF,2.6,10.6,No,2577,,,,,,
5907304,LR,2.6,10.7,No,2577,,,,,,
5907304,RF,2.6,10.7,No,2577,,,,,,
5907304,RR,2.6,10.7,No,2577,,,,,,
15714998,LF,10.5,9.7,No,17944,,,,,,
15714998,LR,18.9,8.6,No,17944,,,,,,
15714998,RF,10.5,9.6,No,17944,,,,,,
15714998,RR,10.5,9.7,No,17944,,,,,,
18500069,LF,41.5,5.7,No,80047,,,,,,
18500069,LR,41.5,5.7,No,80047,,,,,,
18500069,RF,41.5,5.7,No,80047,,,,,,
18500069,RR,41.5,5.7,No,80047,,,,,,
15486346,LF,16.4,8.9,Yes,33843,,,,,,
15486346,LR,16.4,8.9,No,33843,,,,,,
15486346,RF,16.4,8.9,No,33843,,,,,,
15486346,RR,16.4,8.9,No,33843,,,,,,
9236113,LF,26.7,7.6,No,64555,,,,,,
9236113,LR,26.7,7.6,No,64555,,,,,,
9236113,RF,26.7,7.6,No,64555,,,,,,
9236113,RR,26.7,7.6,No,64555,,,,,,
10771330,LF,15.1,9.0,No,19895,,,,,,
10771330,LR,15.1,9.1,No,19895,,,,,,
10771330,RF,15.1,9.0,No,19895,,,,,,
10771330,RR,15.1,9.1,No,19895,,,,,,
1310869,LF,8.1,10.0,Yes,6941,,,,,,
1310869,LR,8.1,10.0,No,6941,,,,,,
1310869,RF,8.1,10.0,No,6941,,,,,,
1310869,RR,8.1,10.0,No,6941,,,,,,
5352711,LF,33.2,6.8,No,73406,,,,,,
5352711,LR,33.2,6.8,No,73406,,,,,,
5352711,RF,33.2,6.7,No,73406,,,,,,
5352711,RR,33.2,6.8,No,73406,,,,,,
12351541,LF,17.2,8.8,No,19899,,,,,,
12351541,LR,17.2,8.8,No,19899,,,,,,
12351541,RF,17.2,8.9,Yes,19899,,,,,,
12351541,RR,17.2,8.8,No,19899,,,,,,
12947361,LF,33.2,6.7,No,57793,,,,,,
12947361,LR,33.2,6.7,No,57793,,,,,,
12947361,RF,33.2,6.7,No,57793,,,,,,
12947361,RR,33.2,6.8,No,57793,,,,,,
480850,LF,9.8,9.8,No,20728,,,,,,
480850,LR,9.8,9.7,No,20728,,,,,,
480850,RF,9.8,9.7,No,20728,,,,,,
480850,RR,9.8,9.8,No,20728,,,,,,
21236978,LF,2.8,10.6,No,57,,,,,,
21236978,LR,18.3,8.6,No,57,,,,,,
21236978,RF,2.8,10.6,No,57,,,,,,
21236978,RR,2.8,10.7,No,57,,,,,,
16201062,LF,26.2,7.7,No,54392,,,,,,
16201062,LR,26.2,7.7,No,54392,,,,,,
16201062,RF,26.2,7.6,No,54392,,,,,,
16201062,RR,26.2,7.6,No,54392,,,,,,
9694356,LF,6.7,10.2,No,12327,,,,,,
9694356,LR,6.7,10.2,No,12327,,,,,,
9694356,RF,6.7,10.2,No,12327,,,,,,
9694356,RR,6.7,10.1,No,12327,,,,,,
13647640,LF,10.0,9.8,No,21831,,,,,,
13647640,LR,10.0,9.7,No,21831,,,,,,
13647640,RF,10.0,9.7,Yes,21831,,,,,,
13647640,RR,10.0,9.7,No,21831,,,,,,
21095713,LF,10.5,9.7,No,11603,,,,,,
21095713,LR,10.5,9.6,No,11603,,,,,,
21095713,RF,10.5,9.7,No,11603,,,,,,
21095713,RR,10.5,9.6,No,11603,,,,,,
19048653,LF,7.8,10.0,No,665,,,,,,
19048653,LR,7.8,10.1,No,665,,,,,,
19048653,RF,7.8,10.0,No,665,,,,,,
19048653,RR,7.8,9.9,No,665,,,,,,
2439579,LF,4.9,10.4,No,7001,,,,,,
2439579,LR,4.9,10.4,No,7001,,,,,,
2439579,RF,4.9,10.3,No,7001,,,,,,
2439579,RR,4.9,10.4,No,7001,,,,,,
5034118,LF,10.7,9.6,No,4893,,,,,,
5034118,LR,10.7,9.6,No,4893,,,,,,
5034118,RF,10.7,9.6,No,4893,,,,,,
5034118,RR,10.7,9.6,Yes,4893,,,,,,
14665419,LF,14.1,9.2,No,30952,,,,,,
14665419,LR,14.1,9.3,No,30952,,,,,,
14665419,RF,14.1,9.2,No,30952,,,,,,
14665419,RR,14.1,9.2,No,30952,,,,,,
10600507,LF,1.7,10.8,No,1168,,,,,,
10600507,LR,1.7,10.9,No,1168,,,,,,
10600507,RF,1.7,10.8,No,1168,,,,,,
10600507,RR,1.7,10.9,No,1168,,,,,,
8240978,LF,20.3,8.4,No,50695,,,,,,
8240978,LR,20.3,8.4,No,50695,,,,,,
8240978,RF,20.3,8.4,Yes,50695,,,,,,
8240978,RR,20.3,8.4,No,50695,,,,,,
10930773,LF,6.6,10.2,No,3879,,,,,,
10930773,LR,6.6,10.2,No,3879,,,,,,
10930773,RF,6.6,10.2,No,3879,,,,,,
10930773,RR,6.6,10.2,No,3879,,,,,,
3372305,LF,32.8,6.7,No,50653,,,,,,
3372305,LR,32.8,6.9,No,50653,,,,,,
3372305,RF,32.8,6.8,No,50653,,,,,,
3372305,RR,32.8,6.7,Yes,50653,,,,,,
14224429,LF,10.7,9.6,No,8023,,,,,,
14224429,LR,10.7,9.7,No,8023,,,,,,
14224429,RF,10.7,9.6,No,8023,,,,,,
14224429,RR,10.7,9.6,No,8023,,,,,,
8711168,LF,7.3,10.0,No,7856,,,,,,
8711168,LR,10.8,9.6,No,7856,,,,,,
8711168,RF,7.3,10.0,No,7856,,,,,,
8711168,RR,7.3,10.0,No,7856,,,,,,
14206922,LF,9.3,9.8,No,5970,,,,,,
14206922,LR,9.3,9.8,No,5970,,,,,,
14206922,RF,9.3,9.7,No,5970,,,,,,
14206922,RR,9.3,9.8,No,5970,,,,,,
9069396,LF,11.5,9.5,No,8503,,,,,,
9069396,LR,11.5,9.6,No,8503,,,,,,
9069396,RF,11.5,9.6,No,8503,,,,,,
9069396,RR,11.5,9.5,No,8503,,,,,,
1112261,LF,10.7,9.7,No,24281,,,,,,
1112261,LR,10.7,9.7,No,24281,,,,,,
1112261,RF,10.7,9.7,No,24281,,,,,,
1112261,RR,10.7,9.6,No,24281,,,,,,
6199770,LF,31.3,7.0,No,27522,,,,,,
6199770,LR,31.3,7.0,No,27522,,,,,,
6199770,RF,31.3,7.0,No,27522,,,,,,
6199770,RR,31.3,6.9,No,27522,,,,,,
3115406,LF,19.8,8.5,No,48525,,,,,,
3115406,LR,19.8,8.4,No,48525,,,,,,
3115406,RF,19.8,8.4,No,48525,,,,,,
3115406,RR,19.8,8.5,No,48525,,,,,,
6158422,LF,49.7,4.6,Yes,69214,,,,,,
6158422,LR,49.7,4.6,No,69214,,,,,,
6158422,RF,49.7,4.6,No,69214,,,,,,
6158422,RR,49.7,4.6,No,69214,,,,,,
3705943,LF,20.5,8.4,Yes,9225,,,,,,
3705943,LR,20.5,8.4,No,9225,,,,,,
3705943,RF,20.5,8.4,No,9225,,,,,,
